x;sin;cos;tan;cot;sec;csc
-7.271170000000000;-0.834918502989910;0.550373594356676;-1.517003198465280;-0.659194391291778;1.816947633850213;-1.197721689504927
-7.263150000000000;-0.830477703079235;0.557051868938826;-1.490844478560463;-0.670760776446370;1.795164967142078;-1.204126247209543
-7.225940000000000;-0.809179719180693;0.587561215590899;-1.377183683519541;-0.726119552509069;1.701950321881473;-1.235819406117241
-7.201030000000000;-0.794294044591247;0.607533514077107;-1.307407782758855;-0.764872301654674;1.645999729774712;-1.258979601835756
-7.198260000000000;-0.792608131641893;0.609731374996521;-1.299930041563656;-0.769272166983019;1.640066496505459;-1.261657507763002
-7.259540000000000;-0.828461338771835;0.560046257161298;-1.479273056784720;-0.676007715690810;1.785566794194272;-1.207056929756632
-7.202900000000000;-0.795428742817422;0.606047122837734;-1.312486624955720;-0.761912526181924;1.650036708890944;-1.257183637164007
-7.035140000000000;-0.683067683880865;0.730355077505203;-0.935254241285121;-1.069227976583044;1.369197025939586;-1.463983765588905
-7.174500000000000;-0.777898559208875;0.628389872277360;-1.237923450913804;-0.807804391508881;1.591368741154087;-1.285514657614231
-6.832400000000000;-0.522017574199002;0.852934729171811;-0.612025230472061;-1.633919567709147;1.172422655331421;-1.915644318171524
-5.550760000000000;0.668674948759029;0.743554848617175;0.899294719148959;1.111982511079730;1.344890698863370;1.495494936449864
-5.649800000000000;0.591876798156676;0.806028446026442;0.734312543278726;1.361817946803648;1.240651002988540;1.689540801589741
-5.472900000000000;0.724483863742153;0.689291760560970;1.051055453140108;0.951424586602376;1.450764476259175;1.380292992082298
-4.289410000000000;0.911870180197000;-0.410478713781227;-2.221479822417786;-0.450150386201407;-2.436179919753333;1.096647331733077
-4.288490000000000;0.911492153930161;-0.411317460514085;-2.216030782624531;-0.451257269457088;-2.431212131744058;1.097102148041771
-4.285760000000000;0.910365862029936;-0.413804298250384;-2.199991314442785;-0.454547249089154;-2.416601287681461;1.098459467460915
-4.248480000000000;0.894310271613503;-0.447447357894293;-1.998693825843930;-0.500326756939753;-2.234899776157008;1.118180157090015
-4.160000000000000;0.851273400935575;-0.524722399807346;-1.622330972049454;-0.616397034408289;-1.905769603827002;1.174710732064423
-3.801800000000000;0.613280640845829;-0.789865086938098;-0.776437205527343;-1.287934159879442;-1.266038993920452;1.630574868009550
-3.454700000000000;0.308016389219797;-0.951381050879194;-0.323757120172986;-3.088735158830461;-1.051103550019076;3.246580490515433
-2.883000000000000;-0.255720252284621;-0.966750822379526;0.264515163954245;3.780501597908309;-1.034392706839013;-3.910523281069591
-2.567960000000000;-0.542686816072484;-0.839935128245694;0.646105631045521;1.547734537434400;-1.190568136004290;-1.842683423262736
-2.244600000000000;-0.781453973685215;-0.623962889130104;1.252404569724775;0.798464030053609;-1.602659416803052;-1.279665896743932
