x;sin;cos;tan;cot;sec;csc
-0.905000000000000;-0.786425154952674;0.617685579933402;-1.273180369594294;-0.785434667295927;1.618946649374297;-1.271576822921157
-0.500000000000000;-0.479425538604203;0.877582561890373;-0.546302489843791;-1.830487721712452;1.139493927324549;-2.085829642933488
-1.571000000000000;-0.999999979258613;-0.000203673203695;4909.825942322960000;0.000203673207920;-4909.826044159563000;-1.000000020741388
-1.200000000000000;-0.932039085967226;0.362357754476674;-2.572151622126319;-0.388779569368205;2.759703601332406;-1.072916377709897
-2.356000000000000;-0.707244293145898;-0.706969242479869;1.000389056057183;0.999611095248566;-1.414488693301923;-1.413938591928249
-2.000000000000000;-0.909297426825682;-0.416146836547142;2.185039863261519;0.457657554360286;-2.402997961722381;-1.099750170294616
-3.142000000000000;0.000407346398941;-0.999999917034452;-0.000407346432737;-2454.912869324876000;-1.000000082965555;2454.913072998084000
-2.800000000000000;-0.334988150155905;-0.942222340668658;0.355529831651176;2.812703494825543;-1.061320621298726;-2.985180220657343
-4.712000000000000;0.999999924347131;-0.000388980374881;-2570.823591429723400;-0.000388980404308;-2570.823785919918000;1.000000075652875
-4.000000000000000;0.756802495307928;-0.653643620863612;-1.157821282349578;-0.863691154450617;-1.529885656466397;1.321348708810902
-5.378000000000000;0.786539603022279;0.617539839101540;1.273666172155981;0.785135086305436;1.619328724532011;1.271391797892311
-5.000000000000000;0.958924274663139;0.283662185463226;3.380515006246586;0.295812915532746;3.525320085816089;1.042835212771406
-5.498000000000000;0.706956253093901;0.707257277241764;0.999574378154104;1.000425803076988;1.413912634310255;1.414514682660536
-6.000000000000000;0.279415498198926;0.960170286650366;0.291006191384749;3.436353004180128;1.041481926595108;3.578899547254406
-6.283000000000000;0.000185307178526;0.999999982830625;0.000185307181707;5396.444923436101000;1.000000017169376;5396.445016089691000
-7.035000000000000;-0.682965427476285;0.730450699823154;-0.934991817574593;-1.069528076292732;1.369017786199815;-1.464202959284823
-7.000000000000000;-0.656986598718789;0.753902254343305;-0.871447982724319;-1.147515422405136;1.326431900473705;-1.522101062563730
-6.900000000000000;-0.578439764388200;0.815725100125357;-0.709111150679694;-1.410216154465326;1.225903187049565;-1.728788478187824
-7.200000000000000;-0.793667863849153;0.608351314532255;-1.304620940055638;-0.766506169951061;1.643787029159087;-1.259972899935965
-7.100000000000000;-0.728969040125876;0.684546666442807;-1.064893126883382;-0.939061371282107;1.460820786983628;-1.371800371422253
-6.950000000000000;-0.618486128163024;0.785795717263661;-0.787082589755959;-1.270514699493045;1.272595380746350;-1.616851137745186
-11.830000000000000;0.671603289325289;0.740910940510027;0.906456164438564;1.103197307527137;1.349689882176151;1.488974244013349
-11.700000000000000;0.761983583919033;0.647596338653876;1.176633557723517;0.849882270853079;1.544171793927444;1.312364230810329
-13.318000000000000;-0.682830057991958;0.730577245678169;-0.934644573221154;-1.069925433315903;1.368780653812638;-1.464493234144912
-13.283000000000000;-0.656846883939103;0.754023985732212;-0.871122001909868;-1.147944831846259;1.326217758217502;-1.522424821448513
-13.183000000000000;-0.578288594739993;0.815832275160553;-0.708832700479015;-1.410770128584954;1.225742141426317;-1.729240398472002
-13.383000000000000;-0.728842176198605;0.684681737885627;-1.064497759863364;-0.939410149748326;1.460532601742981;-1.372039150115685
-13.233000000000000;-0.618340503956740;0.785910313691407;-0.786782528724436;-1.270999245015316;1.272409819007233;-1.617231919308268
-13.483000000000000;-0.793555118356723;0.608498376439779;-1.304120354436573;-0.766800392768991;1.643389758656106;-1.260151912410039
-13.509000000000000;-0.809106087189301;0.587662607006111;-1.376820776995407;-0.726310945264981;1.701656678641798;-1.235931870780793
-13.546000000000000;-0.830290872905998;0.557330302755015;-1.489764451711443;-0.671247054426086;1.794268129790834;-1.204397196972700
-19.566000000000000;-0.656707146604114;0.754145691228878;-0.870796126321444;-1.148374424016285;1.326003730619349;-1.522748770393440
-19.601000000000000;-0.682694665060100;0.730703766446073;-0.934297449129795;-1.070322947934194;1.368543650546245;-1.464783674429280
-19.516000000000000;-0.618194858517413;0.786024883131975;-0.786482555175823;-1.271484018836813;1.272224355055307;-1.617612935827793
-19.466000000000000;-0.578137405234080;0.815939422181086;-0.708554323418596;-1.411324392426613;1.225581180189703;-1.729692614500723
-19.766000000000000;-0.793442345614601;0.608645417452231;-1.303620010704957;-0.767094699213179;1.642992736536103;-1.260331019042600
-19.666000000000000;-0.728715287243805;0.684816785817330;-1.064102548792056;-0.939759049666008;1.460244580317198;-1.372278059078829
-0.100000000000000;-0.099833416646828;0.995004165278026;-0.100334672085451;-9.966644423259238;1.005020918400455;-10.016686131634776
-0.050000000000000;-0.049979169270678;0.998750260394966;-0.050041708375539;-19.983330554894014;1.001251303408461;-20.008335764529760
-0.010000000000000;-0.009999833334167;0.999950000416665;-0.010000333346667;-99.996666644444220;1.000050002083418;-100.001666686111320
-0.005000000000000;-0.004999979166693;0.999987500026042;-0.005000041667083;-199.998333330555540;1.000012500130210;-200.000833335763900
-0.001000000000000;-0.000999999833333;0.999999500000042;-0.001000000333333;-999.999666666644300;1.000000500000208;-1000.000166666686100
-0.000100000000000;-0.000099999999833;0.999999995000000;-0.000100000000333;-9999.999966666666000;1.000000005000000;-10000.000016666665000
